year,project,month,site,treatment,plot_id,functional_group,family,genus,specie,taxon,cover
2018,PFTC3,March,ACJ,B,1,Forb,Asteraceae,Hieracium,cf. mandonii,Hieracium cf. mandonii,0.5
2018,PFTC3,March,ACJ,B,1,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2018,PFTC3,March,ACJ,B,1,Woody,Asteraceae,Baccharis,tricuneata,Baccharis tricuneata,0.5
2018,PFTC3,March,ACJ,B,1,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,1
2018,PFTC3,March,ACJ,B,1,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,0.5
2018,PFTC3,March,ACJ,B,1,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,1
2018,PFTC3,March,ACJ,B,1,Woody,Ericaceae,Gaultheria,vaccinioides,Gaultheria vaccinioides,3
2018,PFTC3,March,ACJ,B,1,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,1
2018,PFTC3,March,ACJ,B,1,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,5
2018,PFTC3,March,ACJ,B,1,Forb,Gentianaceae,Gentiana,sedifolia,Gentiana sedifolia,0.5
2018,PFTC3,March,ACJ,B,1,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,1
2018,PFTC3,March,ACJ,B,1,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,0.5
2018,PFTC3,March,ACJ,B,1,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,20
2018,PFTC3,March,ACJ,B,1,Woody,Melastomataceae,Miconia,rotundifolia,Miconia rotundifolia,1
2018,PFTC3,March,ACJ,B,1,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,0.5
2018,PFTC3,March,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,60
2018,PFTC3,March,ACJ,B,1,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,1
2018,PFTC3,March,ACJ,B,1,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,3
2018,PFTC3,March,ACJ,B,1,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2018,PFTC3,March,ACJ,B,1,Forb,Rubiaceae,Galium,corymbosum,Galium corymbosum,0.5
2018,PFTC3,March,ACJ,B,2,Forb,Asteraceae,Chaptalia,cordata,Chaptalia cordata,0.5
2018,PFTC3,March,ACJ,B,2,Forb,Asteraceae,Hieracium,cf. mandonii,Hieracium cf. mandonii,0.5
2018,PFTC3,March,ACJ,B,2,Forb,Bromeliaceae,Puya,leptostachya,Puya leptostachya,3
2018,PFTC3,March,ACJ,B,2,Gramminoid,Cyperaceae,Carex,pygmaea,Carex pygmaea,7
2018,PFTC3,March,ACJ,B,2,Gramminoid,Cyperaceae,Oreobolus,venezuelensis,Oreobolus venezuelensis,0.5
2018,PFTC3,March,ACJ,B,2,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,2
2018,PFTC3,March,ACJ,B,2,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,0.5
2018,PFTC3,March,ACJ,B,2,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,0.5
2018,PFTC3,March,ACJ,B,2,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,12
2018,PFTC3,March,ACJ,B,2,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,0.5
2018,PFTC3,March,ACJ,B,2,Gramminoid,Juncaceae,Luzula,racemosa,Luzula racemosa,0.5
2018,PFTC3,March,ACJ,B,2,Woody,Melastomataceae,Miconia,rotundifolia,Miconia rotundifolia,0.5
2018,PFTC3,March,ACJ,B,2,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,60
2018,PFTC3,March,ACJ,B,2,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,0.5
2018,PFTC3,March,ACJ,B,2,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,5
2018,PFTC3,March,ACJ,B,2,Fern,Polypodiaceae,Melpomene,moniliformis,Melpomene moniliformis,1
2018,PFTC3,March,ACJ,B,2,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,1
2018,PFTC3,March,ACJ,B,2,Forb,Rosaceae,Lachemilla,jamesonii,Lachemilla jamesonii,0.5
2018,PFTC3,March,ACJ,B,3,Forb,Asteraceae,Chaptalia,cordata,Chaptalia cordata,0.5
2018,PFTC3,March,ACJ,B,3,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2018,PFTC3,March,ACJ,B,3,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,1
2018,PFTC3,March,ACJ,B,3,Gramminoid,Cyperaceae,Carex,pygmaea,Carex pygmaea,0.5
2018,PFTC3,March,ACJ,B,3,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,2
2018,PFTC3,March,ACJ,B,3,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,1
2018,PFTC3,March,ACJ,B,3,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,0.5
2018,PFTC3,March,ACJ,B,3,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,0.5
2018,PFTC3,March,ACJ,B,3,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,1
2018,PFTC3,March,ACJ,B,3,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,0.5
2018,PFTC3,March,ACJ,B,3,Woody,Melastomataceae,Miconia,rotundifolia,Miconia rotundifolia,1
2018,PFTC3,March,ACJ,B,3,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,0.5
2018,PFTC3,March,ACJ,B,3,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,50
2018,PFTC3,March,ACJ,B,3,Gramminoid,Poaceae,Cortaderia,bifida,Cortaderia bifida,25
2018,PFTC3,March,ACJ,B,3,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,0.5
2018,PFTC3,March,ACJ,B,3,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,4
2018,PFTC3,March,ACJ,B,3,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2018,PFTC3,March,ACJ,B,3,Forb,Rosaceae,Lachemilla,cf vulcanica,Lachemilla cf vulcanica,0.5
2018,PFTC3,March,ACJ,B,3,Forb,Violaceae,Viola,pygmaea,Viola pygmaea,0.5
2018,PFTC3,March,ACJ,B,4,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2018,PFTC3,March,ACJ,B,4,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,3
2018,PFTC3,March,ACJ,B,4,Gramminoid,Cyperaceae,Carex,pygmaea,Carex pygmaea,0.5
2018,PFTC3,March,ACJ,B,4,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,2
2018,PFTC3,March,ACJ,B,4,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,0.5
2018,PFTC3,March,ACJ,B,4,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,0.5
2018,PFTC3,March,ACJ,B,4,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,2
2018,PFTC3,March,ACJ,B,4,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,0.5
2018,PFTC3,March,ACJ,B,4,Woody,Melastomataceae,Brachyotum,grisebachii,Brachyotum grisebachii,2
2018,PFTC3,March,ACJ,B,4,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,0.5
2018,PFTC3,March,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,60
2018,PFTC3,March,ACJ,B,4,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,0.5
2018,PFTC3,March,ACJ,B,4,Forb,Rubiaceae,Galium,corymbosum,Galium corymbosum,0.5
2018,PFTC3,March,ACJ,B,5,Forb,Bromeliaceae,Puya,leptostachya,Puya leptostachya,2
2018,PFTC3,March,ACJ,B,5,Gramminoid,Cyperaceae,Carex,pygmaea,Carex pygmaea,2
2018,PFTC3,March,ACJ,B,5,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,3
2018,PFTC3,March,ACJ,B,5,Fern,Dryopteridaceae,Elaphoglossum,huacsaro,Elaphoglossum huacsaro,1
2018,PFTC3,March,ACJ,B,5,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,12
2018,PFTC3,March,ACJ,B,5,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,0.5
2018,PFTC3,March,ACJ,B,5,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,4
2018,PFTC3,March,ACJ,B,5,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,3
2018,PFTC3,March,ACJ,B,5,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,0.5
2018,PFTC3,March,ACJ,B,5,Gramminoid,Juncaceae,Luzula,racemosa,Luzula racemosa,0.5
2018,PFTC3,March,ACJ,B,5,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,7
2018,PFTC3,March,ACJ,B,5,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,0.5
2018,PFTC3,March,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,1
2018,PFTC3,March,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,65
2018,PFTC3,March,ACJ,B,5,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,0.5
2018,PFTC3,March,ACJ,B,5,Forb,Rosaceae,Lachemilla,cf vulcanica,Lachemilla cf vulcanica,0.5
2018,PFTC3,March,ACJ,B,5,Forb,Rubiaceae,Galium,corymbosum,Galium corymbosum,0.5
2018,PFTC3,March,ACJ,C,1,Forb,Asteraceae,Chaptalia,cordata,Chaptalia cordata,0.5
2018,PFTC3,March,ACJ,C,1,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2018,PFTC3,March,ACJ,C,1,Woody,Asteraceae,Baccharis,tricuneata,Baccharis tricuneata,0.5
2018,PFTC3,March,ACJ,C,1,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,2
2018,PFTC3,March,ACJ,C,1,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,1
2018,PFTC3,March,ACJ,C,1,Fern,Dryopteridaceae,Elaphoglossum,amphioxys,Elaphoglossum amphioxys,1
2018,PFTC3,March,ACJ,C,1,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,3
2018,PFTC3,March,ACJ,C,1,Woody,Ericaceae,Gaultheria,vaccinioides,Gaultheria vaccinioides,0.5
2018,PFTC3,March,ACJ,C,1,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,2
2018,PFTC3,March,ACJ,C,1,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,3
2018,PFTC3,March,ACJ,C,1,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,7
2018,PFTC3,March,ACJ,C,1,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,0.5
2018,PFTC3,March,ACJ,C,1,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,4
2018,PFTC3,March,ACJ,C,1,Woody,Melastomataceae,Miconia,rotundifolia,Miconia rotundifolia,0.5
2018,PFTC3,March,ACJ,C,1,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,3
2018,PFTC3,March,ACJ,C,1,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,55
2018,PFTC3,March,ACJ,C,1,Gramminoid,Poaceae,Cortaderia,hapalotricha,Cortaderia hapalotricha,2
2018,PFTC3,March,ACJ,C,1,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,4
2018,PFTC3,March,ACJ,C,1,Fern,Polypodiaceae,Melpomene,moniliformis,Melpomene moniliformis,0.5
2018,PFTC3,March,ACJ,C,1,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,2
2018,PFTC3,March,ACJ,C,2,Forb,Asteraceae,Chaptalia,cordata,Chaptalia cordata,0.5
2018,PFTC3,March,ACJ,C,2,Forb,Asteraceae,Hieracium,cf. mandonii,Hieracium cf. mandonii,0.5
2018,PFTC3,March,ACJ,C,2,Gramminoid,Cyperaceae,Carex,sp8,Carex sp8,2
2018,PFTC3,March,ACJ,C,2,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,0.5
2018,PFTC3,March,ACJ,C,2,Fern,Dryopteridaceae,Elaphoglossum,amphioxys,Elaphoglossum amphioxys,0.5
2018,PFTC3,March,ACJ,C,2,Fern,Dryopteridaceae,Elaphoglossum,huacsaro,Elaphoglossum huacsaro,1
2018,PFTC3,March,ACJ,C,2,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,2
2018,PFTC3,March,ACJ,C,2,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,0.5
2018,PFTC3,March,ACJ,C,2,Woody,Melastomataceae,Miconia,rotundifolia,Miconia rotundifolia,0.5
2018,PFTC3,March,ACJ,C,2,Forb,Orchidaceae,Pterichis,sp1,Pterichis sp1,0.5
2018,PFTC3,March,ACJ,C,2,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,1
2018,PFTC3,March,ACJ,C,2,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,25
2018,PFTC3,March,ACJ,C,2,Gramminoid,Poaceae,Cortaderia,bifida,Cortaderia bifida,80
2018,PFTC3,March,ACJ,C,2,Fern,Polypodiaceae,Melpomene,moniliformis,Melpomene moniliformis,0.5
2018,PFTC3,March,ACJ,C,2,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2018,PFTC3,March,ACJ,C,3,Forb,Asteraceae,Chaptalia,cordata,Chaptalia cordata,2
2018,PFTC3,March,ACJ,C,3,Forb,Asteraceae,Hieracium,cf. mandonii,Hieracium cf. mandonii,0.5
2018,PFTC3,March,ACJ,C,3,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2018,PFTC3,March,ACJ,C,3,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,2
2018,PFTC3,March,ACJ,C,3,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,0.5
2018,PFTC3,March,ACJ,C,3,Fern,Dryopteridaceae,Elaphoglossum,amphioxys,Elaphoglossum amphioxys,0.5
2018,PFTC3,March,ACJ,C,3,Fern,Dryopteridaceae,Elaphoglossum,huacsaro,Elaphoglossum huacsaro,0.5
2018,PFTC3,March,ACJ,C,3,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,2
2018,PFTC3,March,ACJ,C,3,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,3
2018,PFTC3,March,ACJ,C,3,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,3
2018,PFTC3,March,ACJ,C,3,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,3
2018,PFTC3,March,ACJ,C,3,Gramminoid,Poaceae,Bromus,lanatus,Bromus lanatus,0.5
2018,PFTC3,March,ACJ,C,3,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,38
2018,PFTC3,March,ACJ,C,3,Gramminoid,Poaceae,Cortaderia,bifida,Cortaderia bifida,3
2018,PFTC3,March,ACJ,C,3,Fern,Polypodiaceae,Melpomene,moniliformis,Melpomene moniliformis,0.5
2018,PFTC3,March,ACJ,C,3,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,2
2018,PFTC3,March,ACJ,C,3,Forb,Rubiaceae,Galium,corymbosum,Galium corymbosum,0.5
2018,PFTC3,March,ACJ,C,4,Forb,Asteraceae,Chaptalia,cordata,Chaptalia cordata,0.5
2018,PFTC3,March,ACJ,C,4,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,0.5
2018,PFTC3,March,ACJ,C,4,Fern,Dryopteridaceae,Elaphoglossum,huacsaro,Elaphoglossum huacsaro,1
2018,PFTC3,March,ACJ,C,4,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,2
2018,PFTC3,March,ACJ,C,4,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,5
2018,PFTC3,March,ACJ,C,4,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,6
2018,PFTC3,March,ACJ,C,4,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,0.5
2018,PFTC3,March,ACJ,C,4,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,25
2018,PFTC3,March,ACJ,C,4,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,10
2018,PFTC3,March,ACJ,C,4,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,3
2018,PFTC3,March,ACJ,C,4,Fern,Polypodiaceae,Melpomene,moniliformis,Melpomene moniliformis,0.5
2018,PFTC3,March,ACJ,C,4,Forb,Rosaceae,Lachemilla,orbiculata,Lachemilla orbiculata,3
2018,PFTC3,March,ACJ,C,5,Forb,Asteraceae,Chaptalia,cordata,Chaptalia cordata,1
2018,PFTC3,March,ACJ,C,5,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2018,PFTC3,March,ACJ,C,5,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,0.5
2018,PFTC3,March,ACJ,C,5,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,1
2018,PFTC3,March,ACJ,C,5,Fern,Dryopteridaceae,Elaphoglossum,huacsaro,Elaphoglossum huacsaro,1
2018,PFTC3,March,ACJ,C,5,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,1
2018,PFTC3,March,ACJ,C,5,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,5
2018,PFTC3,March,ACJ,C,5,Forb,Euphobiaceae,Euphorbia,huanchahana,Euphorbia huanchahana,0.5
2018,PFTC3,March,ACJ,C,5,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,4
2018,PFTC3,March,ACJ,C,5,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,0.5
2018,PFTC3,March,ACJ,C,5,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,0.5
2018,PFTC3,March,ACJ,C,5,Woody,Melastomataceae,Miconia,rotundifolia,Miconia rotundifolia,1
2018,PFTC3,March,ACJ,C,5,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,1
2018,PFTC3,March,ACJ,C,5,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,35
2018,PFTC3,March,ACJ,C,5,Gramminoid,Poaceae,Cortaderia,bifida,Cortaderia bifida,2
2018,PFTC3,March,ACJ,C,5,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,15
2018,PFTC3,March,ACJ,C,5,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2018,PFTC3,March,PIL,B,1,Forb,Asteraceae,Oritrophium,hieracioides,Oritrophium hieracioides,0.5
2018,PFTC3,March,PIL,B,1,Gramminoid,Cyperaceae,Carex,bonplandii,Carex bonplandii,0.5
2018,PFTC3,March,PIL,B,1,Gramminoid,Cyperaceae,Carex,pygmaea,Carex pygmaea,2
2018,PFTC3,March,PIL,B,1,Gramminoid,Cyperaceae,Oreobolus,goeppingeri,Oreobolus goeppingeri,1
2018,PFTC3,March,PIL,B,1,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,2
2018,PFTC3,March,PIL,B,1,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,1
2018,PFTC3,March,PIL,B,1,Forb,Gentianaceae,Gentiana,sedifolia,Gentiana sedifolia,0.5
2018,PFTC3,March,PIL,B,1,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,0.5
2018,PFTC3,March,PIL,B,1,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,6
2018,PFTC3,March,PIL,B,1,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,0.5
2018,PFTC3,March,PIL,B,1,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,60
2018,PFTC3,March,PIL,B,1,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,0.5
2018,PFTC3,March,PIL,B,1,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,5
2018,PFTC3,March,PIL,B,1,Moss,Polytrichaceae,Polytrichum,sp1,Polytrichum sp1,3
