ID,LeafArea
AAA0656.jpeg.txt.Area,5.035
ACW6576.jpeg_mask.tif.txt.Area,4.143
ACW6576.jpeg.txt.Area,4.143
AAB6480.jpeg.txt.Area,3.048
AAC4646.jpeg.txt.Area,7.492
AAD6680.jpeg.txt.Area,7.598
AAE4190.jpeg.txt.Area1,0.014
AAE4190.jpeg.txt.Area2,3.376
AAF7186.jpeg.txt.Area,10.077
AAG6831.jpeg.txt.Area,6.317
AAH3401.jpeg.txt.Area,1.219
AAI8954.jpeg.txt.Area,2.338
AAJ1133.jpeg.txt.Area,2.493
AAK1305.jpeg.txt.Area,1.916
AAM1673.jpeg.txt.Area1,0.009
AAM1673.jpeg.txt.Area2,2.355
AAN5188.jpeg.txt.Area,1.727
AAO3522.jpeg.txt.Area,1.937
AAP4494.jpeg.txt.Area,1.079
AAQ9095.jpeg.txt.Area,1.286
AAR1903.jpeg.txt.Area,1.183
AAS2586.jpeg.txt.Area,0.986
AAU6819.jpeg.txt.Area,6.886
AAV4547.jpeg.txt.Area,5.438
AAW2094.jpeg.txt.Area1,0.013
AAW2094.jpeg.txt.Area2,6.749
AAX4219.jpeg.txt.Area,6.221
AAY3045.jpeg.txt.Area,5.788
AAZ5543.jpeg.txt.Area,2.516
ABA6252.jpeg.txt.Area,2.269
ABB6047.jpeg.txt.Area,1.822
ABC4816.jpeg.txt.Area,2.615
ABD7604.jpeg.txt.Area,2.274
ABE9156.jpeg.txt.Area,2.182
ABF2214.jpeg.txt.Area,2.294
ABG6775.jpeg.txt.Area,1.167
ABH3333.jpeg.txt.Area,1.915
ABI2402.jpeg.txt.Area,0.978
ABJ6329.jpeg.txt.Area,2.796
ABK6774.jpeg.txt.Area,2.461
ABL1039.jpeg.txt.Area,2.107
ABM7299.jpeg.txt.Area,2.289
ABO2241.jpeg.txt.Area,1.859
ABP2684.jpeg.txt.Area,5.102
ABQ1404.jpeg.txt.Area,1.922
ABR6458.jpeg.txt.Area,4.226
ABS7148.jpeg.txt.Area,4.488
ABT4493.jpeg.txt.Area,5.95
ABU2058.jpeg.txt.Area1,3.384
ABU2058.jpeg.txt.Area2,0.006
ABV7405.jpeg.txt.Area,5.176
ABW0088.jpeg.txt.Area,1.09
ABY2122.jpeg.txt.Area,6.517
ACA8496.jpeg.txt.Area,2.642
ACB4434.jpeg.txt.Area1,0.025
ACB4434.jpeg.txt.Area2,0.989
ACC7360.jpeg.txt.Area,2.306
ACD5747.jpeg.txt.Area,2.47
ACE7565.jpeg.txt.Area,1.592
ACF7763.jpeg.txt.Area,2.073
ACG5039.jpeg.txt.Area,7.329
ACH3760.jpeg.txt.Area,2.501
ACI4396.jpeg.txt.Area1,0.013
ACI4396.jpeg.txt.Area2,7.566
ACJ5842.jpeg.txt.Area,1.993
ACK2064.jpeg.txt.Area,1.665
ACL0820.jpeg.txt.Area,1.715
ACM2087.jpeg.txt.Area,1.195
ACN0692.jpeg.txt.Area1,0.033
ACN0692.jpeg.txt.Area2,16.542
ACN0692.jpeg.txt.Area3,0.027
ACN0692.jpeg.txt.Area4,0.243
ACN0692.jpeg.txt.Area5,0.012
ACO2537.jpeg.txt.Area,9.147
ACP7341.jpeg.txt.Area,5.817
ACQ5275.jpeg.txt.Area,2.248
ACR1445.jpeg.txt.Area1,0.091
ACR1445.jpeg.txt.Area2,4.288
ACR1445.jpeg.txt.Area3,0.005
ACS7639.jpeg.txt.Area,5.16
ACT9517.jpeg.txt.Area,7.082
ACU2880.jpeg.txt.Area,1.878
ACV7342.jpeg.txt.Area1,0.007
ACV7342.jpeg.txt.Area2,0.013
ACV7342.jpeg.txt.Area3,6.15
ACV7342.jpeg.txt.Area4,0.006
ACW6576.jpeg.txt.Area,4.143
ACX1351.jpeg.txt.Area1,0.041
ACX1351.jpeg.txt.Area2,0.006
ACX1351.jpeg.txt.Area3,0.006
ACX1351.jpeg.txt.Area4,4.174
ACX1351.jpeg.txt.Area5,0.008
ACY7408.jpeg.txt.Area,3.602
ACZ6300.jpeg.txt.Area1,0.006
ACZ6300.jpeg.txt.Area2,6.318
ACZ6300.jpeg.txt.Area3,0.009
ADA0944.jpeg.txt.Area1,0.013
ADA0944.jpeg.txt.Area2,0.006
ADA0944.jpeg.txt.Area3,0.02
ADA0944.jpeg.txt.Area4,0.007
ADA0944.jpeg.txt.Area5,3.494
ADB5258.jpeg.txt.Area,5.269
ADC3290.jpeg.txt.Area,5.837
ADD1710.jpeg.txt.Area,1.914
ADE5822.jpeg.txt.Area,3.686
ADF3723.jpeg.txt.Area,1.455
ADG5889.jpeg.txt.Area,4.072
ADH8686.jpeg.txt.Area,5.298
ADI7562.jpeg.txt.Area1,4.037
ADI7562.jpeg.txt.Area2,0.014
ADJ9799.jpeg.txt.Area1,0.015
ADJ9799.jpeg.txt.Area2,2.506
ADK0442.jpeg.txt.Area1,0.013
ADK0442.jpeg.txt.Area2,2.819
ADL2925.jpeg.txt.Area1,0.03
ADL2925.jpeg.txt.Area2,0.006
ADL2925.jpeg.txt.Area3,0.009
ADL2925.jpeg.txt.Area4,0.018
ADL2925.jpeg.txt.Area5,2.767
ADM3986.jpeg.txt.Area1,0.024
ADM3986.jpeg.txt.Area2,2.927
ADN2106.jpeg.txt.Area,3.637
ADO6855.jpeg.txt.Area,5.837
ADP7756.jpeg.txt.Area,2.716
ADQ6888.jpeg.txt.Area,7.166
ADR7570.jpeg.txt.Area,4.552
ADS8840.jpeg.txt.Area,1.999
ADT1647.jpeg.txt.Area,2.529
ADU0043.jpeg.txt.Area,4.708
ADV2430.jpeg.txt.Area,8.56
ADW8361.jpeg.txt.Area,5.555
ADX3747.jpeg.txt.Area,2.114
ADY1845.jpeg.txt.Area1,0.04
ADY1845.jpeg.txt.Area2,3.867
ADZ3452.jpeg.txt.Area,2.074
AEA4811.jpeg.txt.Area,1.864
AEB9826.jpeg.txt.Area,1.799
AEC5667.jpeg.txt.Area,1.252
AED4690.jpeg.txt.Area,1.231
AEE2202.jpeg.txt.Area1,0.007
AEE2202.jpeg.txt.Area2,0.049
AEE2202.jpeg.txt.Area3,0.066
AEE2202.jpeg.txt.Area4,4.323
AEF2999.jpeg.txt.Area1,5.531
AEF2999.jpeg.txt.Area2,0.007
AEG5038.jpeg.txt.Area,3.819
AEH3515.jpeg.txt.Area,3.01
AEI1103.jpeg.txt.Area,4.428
AEJ6279.jpeg.txt.Area,7.42
AEL6713.jpeg.txt.Area1,13.805
AEL6713.jpeg.txt.Area2,0.057
AEL6713.jpeg.txt.Area3,0.014
AEM7938.jpeg.txt.Area,2.809
AEN1629.jpeg.txt.Area1,2.617
AEN1629.jpeg.txt.Area2,0.005
AEO9502.jpeg.txt.Area1,0.014
AEO9502.jpeg.txt.Area2,0.025
AEO9502.jpeg.txt.Area3,0.014
AEO9502.jpeg.txt.Area4,0.008
AEO9502.jpeg.txt.Area5,0.006
AEO9502.jpeg.txt.Area6,5.337
AEP3671.jpeg.txt.Area1,0.18
AEP3671.jpeg.txt.Area2,3.369
AEQ0208.jpeg.txt.Area1,0.011
AEQ0208.jpeg.txt.Area2,1.87
AER8281.jpeg.txt.Area1,0.007
AER8281.jpeg.txt.Area2,0.007
AER8281.jpeg.txt.Area3,2.06
AES2395.jpeg.txt.Area,1.59
AET0501.jpeg.txt.Area,1.934
AEU2525.jpeg.txt.Area1,0.015
AEU2525.jpeg.txt.Area2,0.009
AEU2525.jpeg.txt.Area3,0.008
AEU2525.jpeg.txt.Area4,0.008
AEU2525.jpeg.txt.Area5,1.764
AEV1251.jpeg.txt.Area,2.334
AEW0937.jpeg.txt.Area,5.83
AEX8835.jpeg.txt.Area,6.513
AEY6415.jpeg.txt.Area,5.308
AEZ3585.jpeg.txt.Area,5.033
AFA0140.jpeg.txt.Area,2.339
AFD4050.jpeg.txt.Area1,0.016
AFD4050.jpeg.txt.Area2,2.764
AHB7381.jpeg.txt.Area,1.86
ASM0021.jpeg.txt.Area,4.941
ASN2155.jpeg.txt.Area,2.295
ASO9797.jpeg.txt.Area,4.388
ASP0769.jpeg.txt.Area,5.444
ASQ7083.jpeg.txt.Area,4.316
ASR6625.jpeg.txt.Area1,0.008
ASR6625.jpeg.txt.Area2,1.825
ASS5005.jpeg.txt.Area,2.396
AST6955.jpeg.txt.Area,3.802
ASV2088.jpeg.txt.Area1,4.953
ASV2088.jpeg.txt.Area2,0.007
ASW6831.jpeg.txt.Area1,0.009
ASW6831.jpeg.txt.Area2,2.433
ASX0997.jpeg.txt.Area,3.108
ATC1189.jpeg.txt.Area1,0.015
ATC1189.jpeg.txt.Area2,1.529
ATD2896.jpeg.txt.Area,1.232
ATE4287.jpeg.txt.Area,2.052
ATF3984.jpeg.txt.Area,2.033
ATG4892.jpeg.txt.Area,2.522
ATH7116.jpeg.txt.Area,3.195
ATI0785.jpeg.txt.Area1,0.088
ATI0785.jpeg.txt.Area2,0.017
ATI0785.jpeg.txt.Area3,0.012
ATI0785.jpeg.txt.Area4,1.276
ATJ5219.jpeg.txt.Area,1.311
ATK1879.jpeg.txt.Area,2.385
ATL3676.jpeg.txt.Area,6.359
ATN8453.jpeg.txt.Area,1.834
ATO7404.jpeg.txt.Area1,2.497
ATO7404.jpeg.txt.Area2,0.005
ATP1390.jpeg.txt.Area1,0.222
ATP1390.jpeg.txt.Area2,3.913
ATR1676.jpeg.txt.Area1,0.007
ATR1676.jpeg.txt.Area2,4.19
ATS6341.jpeg.txt.Area,2.475
ATV9424.jpeg.txt.Area,7.303
ATW0117.jpeg.txt.Area,1.854
ATX9292.jpeg.txt.Area,1.229
ATZ3172.jpeg.txt.Area,7.306
AUA6916.jpeg.txt.Area1,0.013
AUA6916.jpeg.txt.Area2,0.054
AUA6916.jpeg.txt.Area3,0.006
AUA6916.jpeg.txt.Area4,0.009
AUA6916.jpeg.txt.Area5,0.01
AUA6916.jpeg.txt.Area6,4.322
AUB2849.jpeg.txt.Area,2.529
AUC5123.jpeg.txt.Area,7.445
AUD7270.jpeg.txt.Area,7.776
AUE9764.jpeg.txt.Area,2.257
AUF2369.jpeg.txt.Area,2.962
AUG4202.jpeg.txt.Area,4.394
AUH1440.jpeg.txt.Area1,0.076
AUH1440.jpeg.txt.Area2,0.044
AUH1440.jpeg.txt.Area3,0.008
AUH1440.jpeg.txt.Area4,0.009
AUH1440.jpeg.txt.Area5,6.892
AUI4797.jpeg.txt.Area1,0.007
AUI4797.jpeg.txt.Area2,0.016
AUI4797.jpeg.txt.Area3,0.007
AUI4797.jpeg.txt.Area4,5.007
AUJ3901.jpeg.txt.Area1,0.036
AUJ3901.jpeg.txt.Area2,0.038
AUJ3901.jpeg.txt.Area3,4.388
AUK0888.jpeg.txt.Area1,0.254
AUK0888.jpeg.txt.Area2,0.014
AUK0888.jpeg.txt.Area3,4.503
AUL0806.jpeg.txt.Area,2.487
AUM3741.jpeg.txt.Area,2.468
AUN0427.jpeg.txt.Area1,0.024
AUN0427.jpeg.txt.Area2,0.006
AUN0427.jpeg.txt.Area3,5.653
AUO6988.jpeg.txt.Area,1.458
AUP3248.jpeg.txt.Area,5.583
AUQ9983.jpeg.txt.Area1,1.689
AUQ9983.jpeg.txt.Area2,0.008
AUR9891.jpeg.txt.Area,10.967
AUS8955.jpeg.txt.Area,1.849
AUT5695.jpeg.txt.Area1,0.009
AUT5695.jpeg.txt.Area2,2.479
AUU1024.jpeg.txt.Area,4.578
AUW5810.jpeg.txt.Area,5.906
AUX5141.jpeg.txt.Area,1.618
AUY8492.jpeg.txt.Area,4.922
AUZ0851.jpeg.txt.Area1,0.006
AUZ0851.jpeg.txt.Area2,0.006
AUZ0851.jpeg.txt.Area3,4.085
AVA2500.jpeg.txt.Area1,0.024
AVA2500.jpeg.txt.Area2,3.709
AVB4528.jpeg.txt.Area,3.334
AVC5700.jpeg.txt.Area1,0.087
AVC5700.jpeg.txt.Area2,0.008
AVC5700.jpeg.txt.Area3,0.006
AVC5700.jpeg.txt.Area4,0.01
AVC5700.jpeg.txt.Area5,3.887
AVD9454.jpeg.txt.Area,9.392
AVE4471.jpeg.txt.Area1,0.069
AVE4471.jpeg.txt.Area2,3.237
AVF0584.jpeg.txt.Area,10.799
AVG6257.jpeg.txt.Area,2.604
AVH1607.jpeg.txt.Area,2.817
AVI3231.jpeg.txt.Area,3.494
AVJ3855.jpeg.txt.Area,4.069
AVK6985.jpeg.txt.Area,1.992
AVL7448.jpeg.txt.Area,1.066
AVM7408.jpeg.txt.Area,2.212
AVN3202.jpeg.txt.Area1,0.02
AVN3202.jpeg.txt.Area2,2.358
AVO3151.jpeg.txt.Area1,0.011
AVO3151.jpeg.txt.Area2,2.229
AVP0214.jpeg.txt.Area,1.606
AVQ1916.jpeg.txt.Area,1.569
AVR0480.jpeg.txt.Area1,1.972
AVR0480.jpeg.txt.Area2,1.134
AVS4697.jpeg.txt.Area1,0.015
AVS4697.jpeg.txt.Area2,0.016
AVS4697.jpeg.txt.Area3,0.007
AVS4697.jpeg.txt.Area4,3.709
AVT8551.jpeg.txt.Area1,0.01
AVT8551.jpeg.txt.Area2,3.227
AVU1713.jpeg.txt.Area1,0.015
AVU1713.jpeg.txt.Area2,0.006
AVU1713.jpeg.txt.Area3,2.179
AVV3560.jpeg.txt.Area1,0.014
AVV3560.jpeg.txt.Area2,0.009
AVV3560.jpeg.txt.Area3,0.005
AVV3560.jpeg.txt.Area4,0.005
AVV3560.jpeg.txt.Area5,0.006
AVV3560.jpeg.txt.Area6,0.041
AVV3560.jpeg.txt.Area7,3.345
AWE4726.jpeg.txt.Area,12.472
AWP2046.jpeg.txt.Area1,1.904
AWP2046.jpeg.txt.Area2,6.1
AWP2046.jpeg.txt.Area3,1.181
AWP2046.jpeg.txt.Area4,0.15
AWP2046.jpeg.txt.Area5,0.133
AWP2046.jpeg.txt.Area6,0.011
AWQ8039.jpeg.txt.Area1,14.635
AWQ8039.jpeg.txt.Area2,0.012
AWR9211.jpeg.txt.Area1,17.121
AWR9211.jpeg.txt.Area2,0.451
AZM4688.jpeg.txt.Area,8.153
AZQ1558.jpeg.txt.Area,5.178
out.jpeg.txt.Area,2.468
